,Voltage (V),Current (I),Power (W),Power_Factor,Temperature (°C),Humidity (%),Shift,Energy_Efficiency,Hour,Humidity_Category,Humidity_Category_Encoded
19,212.93848149332356,4.345844995254522,869.3302963195683,0.895149753697295,19.432003540946116,31.500609877027838,Night,778.1808006320581,0,Low,0
20,227.32824384460775,5.36551384946704,1136.7589664499328,0.9057945488671812,19.43729335993476,55.56724877288542,Night,1029.6700751862402,0,Medium,1
21,218.87111849756727,4.854406054563669,1056.748391124947,0.9660656564859617,19.40992708341484,46.13056732559468,Night,1020.8883282126056,0,Low,0
22,220.33764102343963,5.183057594710746,1202.0182570203044,0.9090607157601632,19.184383461903767,38.1833388200812,Night,1092.7075770836618,0,Low,0
23,212.8762590689327,5.468128070046216,1279.78745057756,0.979630044656454,18.68742059872208,54.45619469028024,Night,1253.7182373600647,0,Medium,1
24,217.27808637737408,5.02989470302889,1155.7068630198237,0.9895250887996896,19.99391861135122,63.2424401198188,Night,1143.6009362561017,0,High,2
25,220.55461294854933,5.627967949146617,1334.8693432469397,0.9593016631972088,19.504813558133065,48.6935821738505,Night,1280.542381127755,0,Low,0
26,214.24503211288848,5.014070084117774,1224.231775918722,0.943294136539416,18.672590271841987,35.8694955768406,Night,1154.8106559893665,0,Low,0
27,221.8784900917284,5.230146680037022,1252.234138290377,0.9048656032381972,22.37932705859309,42.24604879287851,Night,1133.103598939586,0,Low,0
28,216.996806550406,4.301585631664703,854.3302523509325,0.8593855224472846,23.34387154255899,69.25413000196068,Night,734.1990502591266,0,High,2
29,218.5415312510336,5.671898221823136,1346.1292629995348,0.9302394258954584,20.909687227207247,34.4436754689543,Night,1252.2225127937638,0,Low,0
30,216.99146693885305,5.871811170639632,1247.7344535457803,0.9006386867761587,21.074122947893528,36.4286008074259,Night,1123.7579196868396,0,Low,0
31,229.26139092254468,4.27393024761859,1062.4706959402042,0.8991257306165281,19.58732394501563,69.60711391639484,Night,955.2947407458872,0,High,2
32,219.93251387631037,4.976482258866861,1001.6189986012572,0.946279295379321,23.137779895432534,65.28405694751672,Night,947.8113202349388,0,High,2
33,214.7114453552205,4.517777483941009,1011.7764648872292,0.914909510203529,24.511334808834015,58.28514978942988,Night,925.6839099254329,0,Medium,1
34,224.11272456051597,5.50904661485113,1292.8459489320787,0.955293138268003,20.738630100656035,36.039330138441365,Night,1235.0468638523998,0,Low,0
35,213.8957817501449,5.4432592720094,1279.999892718925,0.905744251175953,20.05455935670457,39.62196599406455,Night,1159.352544336003,0,Low,0
36,221.04431797502377,4.281770241140798,997.3531874178076,0.8711208739681188,21.81162676660269,37.20728816261212,Night,868.8151802782895,0,Low,0
37,210.2016493806011,5.754054542523274,1181.1060588210053,0.9145886536666346,21.41775100216614,55.23819420042384,Night,1080.226200174608,0,Medium,1
38,213.35906975550785,4.361946127956005,1102.598216168168,0.9831417520055508,20.19077919264597,45.954755509615374,Night,1084.0103420017676,0,Low,0
39,220.9843061793456,5.594518051296215,1203.304056529326,0.962213448076318,20.011890939641063,31.911165447803747,Night,1157.8353453173036,0,Low,0
40,223.69233289997703,4.91396071925601,1032.38714361643,0.9199696224133346,23.12977223560267,41.65169210906016,Night,949.7648106971881,0,Low,0
41,220.8568414059499,4.656544587116303,976.7001927233492,0.904782070230292,19.71298525030544,64.42612904258604,Night,883.7008223665571,0,High,2
42,219.4217585880588,4.316478525348427,894.4709148264957,0.9798908933308752,26.399842363281177,61.84169333658656,Night,876.48390378782,0,High,2
43,219.99291181877638,4.335228512293259,956.4713117106024,0.8673178682217193,18.28102945178949,55.72047215876857,Night,829.5646590880713,0,Medium,1
44,212.60739004816287,5.323781109401801,1223.8198373032726,0.9199696224133346,19.67465837928433,33.42174056776558,Night,1125.8770736258402,0,Low,0
45,216.40077895802645,5.100860775894241,1194.946271840051,0.8867111704220655,21.877088355134493,65.31163276558195,Night,1059.5722072947751,0,High,2
46,217.69680614520107,4.244170843302466,841.6679092062074,0.9299306025926776,25.933997083300284,51.38071234993019,Night,782.6927459910474,0,Medium,1
47,225.28561113109456,5.014070084117774,871.9403527731195,0.9075026647595852,20.346153797665597,49.78304040120188,Night,791.2881936530187,0,Low,0
48,221.7180914478423,4.144621149545583,872.0935602278258,0.861181894359482,19.370912365926355,67.36254307928897,Night,751.031184255704,0,High,2
49,211.18479922318636,5.487534694747088,1102.1123807182414,0.938085403640792,22.631942926968925,30.353761077003085,Night,1033.8755375235858,0,Low,0
50,221.620419846974,5.423764170458578,1104.6268816598483,0.863870901032821,21.067310996010995,52.23588827339093,Night,954.2550195645686,0,Medium,1
51,218.0745885979184,4.116861981709151,877.7558401211453,0.934898090477071,22.92603559862152,50.0037480373111,Night,820.6122588343559,0,Medium,1
52,216.61538999847025,5.120540151193946,1128.6485889509029,0.9209811732316436,21.484971755847635,32.54761898622056,Night,1039.4641016182416,0,Low,0
53,223.05838144420437,4.16935231048538,944.5472877078132,0.9191136125015438,19.943192361890624,44.28688269659477,Night,868.1462697836632,0,Low,0
54,225.15499761247972,5.807491541217884,1318.9433505142952,0.8594494743418921,26.38625361510177,69.09940738078828,Night,1133.565169286245,0,High,2
55,224.656400595581,5.814234838360265,1264.0595610420116,0.939490862563695,15.810680036071323,38.47144206626591,Night,1187.572407335245,0,Low,0
56,215.8039123838868,5.39646597962626,1212.665240735516,0.9103848362025064,25.39088132110897,50.0037480373111,Night,1103.9920465554758,0,Medium,1
57,218.4539381207439,5.8523778428789,1361.9552975974066,0.907554857119996,23.64785293581924,59.84276104138221,Night,1236.0491455148358,0,Medium,1
58,221.6563171570178,5.622906060827381,1208.0333541187945,0.9335031954985952,20.32105826672285,45.61495410027742,Night,1127.7029963387806,0,Low,0
59,224.8777256356118,5.657077151854098,1166.6983517663205,0.9348747283925166,20.011890939641063,46.31492986630944,Night,1090.7168047235357,0,Low,0
60,219.99291181877638,5.139415701139867,1072.8029345273922,0.8521046614066784,19.13115992233793,32.53073408413078,Night,914.1403812815545,1,Low,0
61,219.0717051166809,4.612118396432352,937.1052129316852,0.8675316261684489,23.92107338378205,37.60373393682602,Night,812.9684092655555,1,Low,0
62,214.46832512996983,4.435598230232843,945.0850253598568,0.8831125509182609,17.770395568737865,50.0037480373111,Night,834.6164475801925,1,Medium,1
63,214.01896687959663,4.654400044077859,927.5832329806316,0.944916826668437,19.674744635697632,62.73270561667004,Night,876.4890049789079,1,High,2
64,224.06262911197095,5.256990860178124,1169.1421970766344,0.9307437577841452,19.70057318469546,42.18554089052273,Night,1088.1718018911183,1,Low,0
65,226.7812001428541,4.345313071664798,930.4485929412612,0.9560680785338656,20.526759613029927,45.26845195923688,Night,889.5721984278904,1,Low,0
66,219.63994939209837,4.517280473274643,1039.5478736057096,0.95368509277614,22.081991242276207,47.61641694488184,Night,991.4013102849002,1,Low,0
67,225.0176644894601,4.936121725590929,1005.7672135164406,0.9694456016888612,20.437612037058216,43.83774513097078,Night,975.0366014663751,1,Low,0
68,221.80818012523815,4.466100197049231,1001.4640869154208,0.902754080578138,18.047457988348704,56.15646816721704,Night,904.0757910153552,1,Medium,1
69,216.7744012269744,5.177287339432123,1048.116478872729,0.8983089412656624,23.077875625122964,30.51313723486513,Night,941.5324044592552,1,Low,0
70,221.80697802754207,5.84635205691266,1167.3427563736468,0.9663421564274848,22.279548896061545,65.20672223685997,Night,1128.0525164841138,1,High,2
71,227.69018283232984,5.496178731406253,1343.8312537011775,0.8832642147414058,20.011890939641063,42.02596374210477,Night,1186.9580570453295,1,Low,0
72,219.82086980445024,5.332853228297826,1212.4878946883994,0.914564132314305,22.586763882282813,64.89493847305357,Night,1108.8979393472944,1,High,2
73,227.82321827907003,5.165442951967558,1102.598216168168,0.8772055912831149,24.18200607384064,48.17543270493149,Night,967.2053201615055,1,Low,0
74,206.9012744795513,5.014070084117774,1063.3023166299663,0.97793770389949,22.153155806301488,61.05323966827115,Night,1039.8434260761178,1,High,2
75,224.10951252187613,4.37312771926932,1001.9437276581676,0.9070924218335276,24.359724039709626,63.03119355646585,Night,908.8555624623597,1,High,2
76,220.4352353411909,5.789420910853731,1269.3919624799569,0.879748165752316,20.813828684366307,42.05155294524931,Night,1116.7452506124748,1,Low,0
77,218.50496324767067,4.497072004025672,966.7646287867532,0.9468818746796476,20.958397083915287,55.61299236467611,Night,915.4119040795745,1,Medium,1
78,220.4588038826775,4.182617755156322,993.4779188388536,0.884250254949467,25.178308845718608,54.29655903909567,Night,878.4831030199222,1,Medium,1
79,210.06215542699556,5.500030358457391,1096.45967508425,0.9820905044438312,25.168035633004997,49.040564076674585,Night,1076.8226354058102,1,Low,0
80,218.90164056081244,4.351231068662333,933.119855695175,0.9014663820733176,23.634626612269656,48.782747075890846,Night,841.1761803543056,1,Low,0
81,221.78556285755877,5.014070084117774,1016.1468872947072,0.9430496996942572,20.739345959145133,42.208130813508575,Night,958.2770169085279,1,Low,0
82,227.3894702237076,4.05656985658196,972.4535901727728,0.8983342903620378,20.60869152014136,42.40762046431848,Night,873.5884058378738,1,Low,0
83,217.40864890863176,4.274135885080896,1006.6328614996016,0.9630143816190864,25.23445376899239,51.9260643308814,Night,969.4019226344902,1,Medium,1
84,219.99291181877638,4.346407261519824,1004.3031609339008,0.9755691837431886,25.15399970083781,31.290824719573912,Night,979.7672149429898,1,Low,0
85,217.4912147820773,4.108820255500356,946.8398787979502,0.96030857031807,22.511829380084603,67.3465752789889,Night,909.2584503285942,1,High,2
86,224.5770105885104,5.313313913245691,1309.4203958354915,0.9687898626218528,27.35305014815089,55.99917291879126,Night,1268.553205395718,1,Medium,1
87,221.64375554829843,5.674015591606235,1307.1963212908042,0.864263315911269,23.6173462869012,47.73774159319523,Night,1129.761827185803,1,Low,0
88,217.3511989811648,4.7466308127318815,1083.4876294885703,0.9793690547846292,20.515386594984346,32.47224008535569,Night,1061.1342555630597,1,Low,0
89,222.5663371655668,5.014070084117774,1403.123642434646,0.9374021020425392,22.208735396480016,50.0037480373111,Night,1315.2910518438212,1,Medium,1
90,220.4853877467402,4.426693149120253,879.7836707661743,0.971690454503268,22.80112375908492,30.7097065097666,Night,854.8773949113373,1,Low,0
91,224.84322495266449,5.014070084117774,1073.731349550727,0.9199696224133346,22.993137340346504,57.19468780368069,Night,987.8002242195424,1,Medium,1
92,216.48973453061325,4.301473986062337,975.7322124535513,0.8782586735961194,25.35047612514,32.90097790095929,Night,856.9452786944629,1,Low,0
93,218.3616892670112,5.241118390837997,1240.0966907923066,0.9353377142303948,20.967993348083688,50.0037480373111,Night,1159.9092041903527,1,Medium,1
94,218.0394592343392,4.8397391817406135,1136.264770248852,0.8627324735612397,20.24761962340238,46.23551065401794,Night,980.2925158572859,1,Low,0
95,212.6824252593394,5.226566693683798,1187.6235022582175,0.9474012242305422,24.145335903221785,56.50513979399187,Night,1125.1559599643992,1,Medium,1
96,221.48060138532287,5.523349810788368,1332.3834532565018,0.9072601597512802,21.956734805730463,35.53989302293224,Night,1208.818424651456,1,Low,0
97,221.30527636089943,5.091406032065897,1135.178456509416,0.8712426442340292,27.847702031374173,34.69531636831044,Night,989.0158801267676,1,Low,0
98,220.0255672832123,5.255260709803576,1042.2628768498782,0.987092174221578,24.917086886729397,39.896961640395055,Night,1028.809529220183,1,Low,0
99,218.82706433312427,5.870500628788665,1159.0021269874107,0.9761518193894954,22.009779641198392,46.46045272893005,Night,1131.362034935056,1,Low,0
100,212.92314628974796,4.598128619217686,987.7887683866004,0.9750961198764556,25.51617623289038,40.121238075198775,Night,963.188995311317,1,Low,0
101,217.8967733861732,4.718327877267907,1014.7989889853242,0.9604348428893154,24.581156047150884,33.28061537505561,Night,974.6483075503559,1,Low,0
102,218.28642741736616,5.435406723418674,1174.9062051298888,0.9468773575200924,24.417563650972767,43.00112393226643,Night,1112.4920828473487,1,Low,0
103,215.98861365389192,5.222611034110773,1105.5553372720483,0.9417111272409144,22.935485294811684,50.0037480373111,Night,1041.11376288967,1,Medium,1
104,219.19357144166997,4.35706580907943,1034.829855189072,0.8648531372785397,24.05064727187885,53.32344416735266,Night,894.9758468097659,1,Medium,1
105,222.02025428407268,4.75229462002098,1025.3876280554234,0.9760792729445836,19.03357049280018,68.53298220078189,Night,1000.8596104787089,1,High,2
106,229.43092950605265,4.93567602624943,1213.0747838427658,0.9733579754826456,25.90337384899588,47.43686643962194,Night,1180.7560157102423,1,Low,0
107,220.8728890641592,4.838779675936779,1154.868018973651,0.9546993677134794,16.426746735692685,43.312094205519145,Night,1102.5517675066633,1,Low,0
108,221.28775195361385,4.356549616644082,963.9550071083304,0.9798240942705172,22.44426923641113,50.0037480373111,Night,944.5063417574498,1,Medium,1
109,219.6277704211692,5.848860183568524,1270.939738038431,0.9274316831957188,20.16670536983446,46.47835157851998,Night,1178.7097804893078,1,Low,0
110,210.4061439235048,5.524637523387952,1223.10067079689,0.9126699268604576,22.3860020955368,54.73237074932905,Night,1116.2871997591742,1,Medium,1
111,219.86743062275391,4.962711664215704,1136.5238130708951,0.985512636303279,23.26901429299036,67.85149122265454,Night,1120.058579240953,1,High,2
112,220.30115104970517,5.360122056613673,1140.3465039444598,0.9149783662916718,21.053172496184057,49.96756914156897,Night,1043.3923811855213,1,Low,0
113,232.3162105624264,5.794565344271044,1239.163788507011,0.939785421749402,17.92728178000989,49.92700023565318,Night,1164.5480635986482,1,Low,0
114,219.0381951760944,4.272348284723142,891.7968819473253,0.9022287005601816,23.91981009893102,61.00666093709182,Night,804.604741962957,1,High,2
115,221.5077367116681,4.500746101413956,923.3808501285238,0.939085671642762,27.707965993511287,50.0037480373111,Night,867.1337258250094,1,Medium,1
116,219.82644115147377,5.08540249451329,1072.011930872339,0.9508138593875962,22.86189897770717,50.6492578556319,Night,1019.2838013022777,1,Medium,1
117,214.15660981190237,5.598020742704717,1141.7449509311386,0.937451773540397,20.011890939641063,32.588813955871615,Night,1070.3308291811895,1,Low,0
118,225.71411407257511,4.072509790883055,944.5404394746612,0.9220388117702676,26.631868900381075,69.23147975418526,Night,870.902944482183,1,High,2
119,223.75966516343388,5.968036300392721,1456.793131141338,0.8920155116675326,19.85228982921609,45.092816841170944,Night,1299.4820702687875,1,Low,0
120,219.99291181877638,4.909813205764794,1140.425945137319,0.9401383946590712,22.76704577380616,42.66825665794997,Night,1072.1582172889532,2,Low,0
121,215.4530627260263,4.718462281243446,1103.3541175947726,0.9771800453365908,21.15801890870509,69.2618733313659,Night,1078.175626653574,2,High,2
122,227.0139715546805,4.585448875679544,1100.1150784023018,0.8509677627637534,22.127393480119867,50.0037480373111,Night,936.162467050678,2,Medium,1
123,212.9907446860386,4.348713415301743,1102.598216168168,0.8687500638401566,27.173091463207005,43.20866567349972,Night,957.8822706861387,2,Low,0
124,222.9342854690013,5.583147817860056,1223.2820773359038,0.8667682421899798,24.245510331978608,42.33236223011872,Night,1060.3020558749483,2,Low,0
125,230.9522781290499,5.910828329492193,1317.28398831438,0.9792487424049996,25.40484436571814,58.838165705364375,Night,1289.9486889470988,2,Medium,1
126,219.99291181877638,4.827289509690797,1109.989471861947,0.942784676454766,23.76840697575119,43.37263609980314,Night,1046.4810650975624,2,Low,0
127,217.16851135198613,5.904841389506912,1386.316461193827,0.983250334905821,20.011890939641063,40.0572785265762,Night,1363.0961247542832,2,Low,0
128,220.4982568254382,5.647595230870069,1233.300902810833,0.93159385824974,25.27033814383504,69.18683387709049,Night,1148.9355464324315,2,High,2
129,217.482621729419,4.962102254952637,973.2100334874922,0.9146426056022956,26.448150458371824,52.628409511356,Night,890.1393608272972,2,Medium,1
130,212.24668284466932,5.348052358252265,1201.5171465552287,0.9609280076540108,24.60660219031239,60.499904850197765,Night,1154.571477801448,2,High,2
131,220.34281487403013,4.869968358340926,1026.9356213844153,0.8725319174465315,20.011890939641063,58.52219838767563,Night,896.0341068206891,2,Medium,1
132,214.68848143136947,5.117446816425105,990.9638714390796,0.903387336284425,21.559841160468487,60.22103978600451,Night,895.2242121734515,2,High,2
133,222.3679621531759,4.116092674037008,971.117561132334,0.9152783936747912,25.471906763733127,66.13559904734174,Night,888.8429214225836,2,High,2
134,215.40287882883095,5.3925269506010665,1165.6113746565395,0.8917841752316965,20.011890939641063,50.03073331575361,Night,1039.473778388766,2,Medium,1
135,227.7496720250877,4.105649288968273,969.6969214420332,0.901979985737187,24.92470110935813,60.13512717046139,Night,874.6472153716792,2,High,2
136,216.0837335383188,5.6341698938392994,1318.425495129624,0.8609347261694186,20.55057820206826,61.87255337292285,Night,1135.078292624203,2,High,2
137,218.38969241897163,5.649893858921115,1244.0392834792908,0.8777177025229381,27.44397731916292,67.85538341984083,Night,1091.9153017437252,2,High,2
138,224.06758608684837,4.474154575112429,1003.1534352913956,0.89696954084633,22.31160296283211,58.52386812210697,Night,899.7980762517417,2,Medium,1
139,213.8456784178302,4.6473255620716,952.2020517964372,0.9614246606526388,25.005315363463783,65.70463197539516,Night,915.470534521136,2,High,2
140,221.13729967302064,4.962620757116587,1054.6636955220488,0.8755496296780009,26.16414345217665,33.801524007998474,Night,923.4104080491617,2,Low,0
141,226.53571377141213,5.193325813864963,1246.2485625739173,0.8985296523577915,26.44583472949584,35.04386375632315,Night,1119.7912876809391,2,Low,0
142,211.96258382719387,4.5747073234839934,959.781855031213,0.8590888403475709,20.714849316718,36.3338475804137,Night,824.5378808254052,2,Low,0
143,220.92316929266156,5.18497280926385,1068.395783898532,0.9279946082757248,24.57771971184656,35.79252288173754,Night,991.4655269623541,2,Low,0
144,221.29941397124213,4.595574146458597,934.525189168266,0.93557512433973,24.47360780584285,33.50075249605376,Night,874.3185200547102,2,Low,0
145,223.9091143588865,4.110981442142121,915.5008820355486,0.9711723048847034,27.277857189699628,34.90295143145071,Night,889.1091017304426,2,Low,0
146,213.8152464456096,4.005055099663818,850.3397472291066,0.964676239790275,25.34544069629292,69.83641139469307,Night,820.3025499011874,2,High,2
147,213.39771693457865,4.202302115836857,924.2847779834722,0.8899529136557432,27.352378019535543,40.88740118201824,Night,822.5699312140429,2,Low,0
148,222.60970782808448,5.584501400328037,1235.970649770766,0.8691735164865804,25.56408299406311,49.12192428580785,Night,1074.2729559354602,2,Low,0
149,221.48492336616596,5.922862624766674,1218.2852937452888,0.8718516455094565,24.36397621544932,62.864614781418,Night,1062.1640380518015,2,High,2
150,221.25246425172935,4.853932398562439,1075.6204775429585,0.9856549520256622,24.928043754354324,34.7321869635154,Night,1060.1906501904245,2,Low,0
151,221.73224104748488,5.025367906899886,1204.942042791139,0.94425161396103,27.615490212051743,42.69460025235095,Night,1137.7684686350335,2,Low,0
152,216.59987639210755,4.2936963381468525,866.6692385590942,0.8559599102924534,22.002359077153383,36.37144080870384,Night,741.8341236902712,2,Low,0
153,221.161268485805,5.102062705360314,1171.201677307506,0.8691490957063133,26.436012766769128,32.50224464109627,Night,1017.9488787215363,2,Low,0
154,221.4653623664934,4.2893098040139535,1102.598216168168,0.9180120091141338,23.396707115292557,68.43013522522034,Night,1012.1984036701999,2,High,2
155,216.42824290986815,5.22242866239766,1186.4754068190866,0.8790960326010367,22.994770358498037,64.33431344072812,Night,1043.0258229133601,2,High,2
156,219.99291181877638,5.866517335161708,1251.3479968487209,0.9625122579000026,26.75432449321903,65.17191979481032,Night,1204.4377858655077,2,High,2
157,222.36916460455893,4.391397078606079,1062.7578201261329,0.9302503964597112,22.9689940128166,50.0037480373111,Night,988.6308835129935,2,Medium,1
158,214.0434825139868,5.529127436114204,1212.1058086575335,0.9357685090905018,25.51696797599125,36.18267336901847,Night,1134.2504454273972,2,Low,0
159,219.99291181877638,4.047004845636648,966.3509758263676,0.9147955767268896,23.81253870062408,61.39987584936422,Night,884.0135982516746,2,High,2
160,215.12659164886335,4.750994482643242,970.2683657084264,0.8858487885596842,20.10410386696968,59.114848070691394,Night,859.5110563405941,2,Medium,1
161,223.93542301871227,4.2214970156610185,990.6081663863558,0.9325165058483564,25.800917371788174,67.01661441698329,Night,923.7584659834519,2,High,2
162,225.792977895037,4.704950883191399,1122.055176221031,0.9503758064625024,25.12558827775907,38.77289089052667,Night,1066.3740929964874,2,Low,0
163,215.89658840824143,4.347073839277767,919.2666344125892,0.9019327308682232,21.080196919654544,46.56177547502618,Night,829.1166659717871,2,Low,0
164,224.8168806462216,4.746609980245775,1042.3509764032776,0.920692108286497,23.530542707816203,41.79714050855523,Night,959.6843180392223,2,Low,0
165,222.0639046346825,4.835045612215061,1107.5739339351562,0.9675557558660848,21.341052755526007,40.31671273267201,Night,1071.639534826203,2,Low,0
166,224.11030079997244,4.601182245561837,947.318986880058,0.8708154466551444,26.44568304760318,56.09526750091352,Night,824.9400066848566,2,Medium,1
167,229.48396491326972,5.313243898946258,1276.76378328193,0.926331418698374,27.785506779332287,36.55773399189757,Night,1182.7064067102535,2,Low,0
168,218.77305941998569,5.83770410251782,1160.3735618353437,0.8987777726560919,26.73566923307267,48.59228478532718,Night,1042.9179653553863,2,Low,0
169,216.23131917821252,5.014070084117774,973.9239712711288,0.9483912661504122,27.042066265627803,55.86561789707189,Night,923.6609882480636,2,Medium,1
170,219.99291181877638,4.384686312950043,976.15721076335,0.8526334340427353,24.055213082023865,35.212122682801706,Night,832.3042747787332,2,Low,0
171,215.9209485751728,4.541445516391967,901.8170057595823,0.9438662619724464,26.211747601987582,40.27920549350952,Night,851.1946462094811,2,Low,0
172,219.61449145292949,5.708001646992738,1371.8563419286927,0.8644056827622663,25.126721484264333,68.69464231617326,Night,1185.8404178966166,2,High,2
173,221.7057598740832,5.143279446540296,1224.3107253445032,0.859067485419112,25.542404153672315,61.81717326682339,Night,1051.7655361933514,2,High,2
174,221.3834539966501,4.910022064613915,1114.4557114121214,0.9514472621342058,27.11350336580703,57.078187051495576,Night,1060.3458353928916,2,Medium,1
175,224.1359162451801,4.299273443017853,1025.1117230353466,0.9396479014065704,27.57642929085013,64.23876828405196,Night,963.2440792574369,2,High,2
176,220.06500945938956,4.899454616647564,1161.7761740209369,0.9752910303249722,24.47270409149431,30.558738085555778,Night,1133.0698817678838,2,Low,0
177,219.99291181877638,4.5569840067147735,985.8350832670326,0.9227516938120904,22.46363782164783,30.24297737600456,Night,909.6809929040376,2,Low,0
178,218.67671583381025,5.886326255706699,1377.1551874071506,0.9242034195738034,24.930776837254378,36.15866543902682,Night,1272.7715334854906,2,Low,0
179,233.6008458329481,5.768140218831462,1265.1928725924931,0.948982496980717,24.893645423829177,49.81028477671097,Night,1200.6458913950303,2,Low,0
180,223.12833673882503,4.167805083656396,913.8378500063404,0.8952756606894552,25.927941205192933,52.79894828663413,Night,818.1367849274577,3,Medium,1
181,215.7142122179186,5.033306978522486,1098.4069968091037,0.8551677437590706,27.051237833567104,34.547541257682454,Night,939.3222331904178,3,Low,0
182,214.64553750969444,4.450116691029344,996.0593198575432,0.882206415600668,21.58252945630948,32.8914247940272,Night,878.7299222971625,3,Low,0
183,222.4123620762159,4.821554179048581,971.600477048811,0.8833218776654913,24.0962602536206,63.13336524387525,Night,858.2359577274427,3,High,2
184,218.88268607337076,5.753695996502913,1206.6185976171864,0.8969922390389471,23.53665126363191,48.57873925892234,Night,1082.3275175426745,3,Low,0
185,223.57000247046045,5.055029039777089,1154.681488642186,0.9820847826256648,27.992501563430924,69.69977703155692,Night,1133.9951187750403,3,High,2
186,222.36618812286773,5.014070084117774,1008.4879674740314,0.9626779918128407,25.10020434115292,39.17386636452063,Night,970.849171295314,3,Low,0
187,219.63585543671564,4.415776708209994,1023.2102140401838,0.9810338743287268,24.51735666962184,55.88804448399313,Night,1003.8038805325673,3,Medium,1
188,215.766031409658,5.600649718812979,1245.082166245904,0.98980534261582,20.011890939641063,50.0037480373111,Night,1232.3889801458745,3,Medium,1
189,212.42576387657067,5.249036030728695,1055.800393086341,0.9107290605721862,24.409302052801795,64.90552624050999,Night,961.5481001472683,3,High,2
190,217.7674252396649,4.936130920852462,998.8083136009584,0.8817902643352427,25.590937950834245,42.25276061890372,Night,880.7394468704271,3,Low,0
191,224.28199397161737,4.434968707725956,1020.355811245047,0.9284005825757348,29.27542716311535,37.73121531628865,Night,947.298929594438,3,Low,0
192,221.070468720651,4.668492748314263,1021.8416838836864,0.9733588179527366,29.24576692155828,39.04378293277222,Night,994.618613559859,3,Low,0
193,213.77130610644005,5.919686853477037,1181.6749194572096,0.9152024605420408,24.8842631352948,56.66971078146069,Night,1081.4717938480562,3,Medium,1
194,220.8659046292559,5.040179875211669,1074.5477057062124,0.9207559023601156,25.360097426342737,50.893193526887536,Night,989.3961423965155,3,Medium,1
195,221.9265868986442,4.801398562486506,1023.5849729062944,0.8688214748298957,24.512496765467347,53.95965530517914,Night,889.3126057741655,3,Medium,1
196,215.58071281899436,5.042844084696648,1001.9368469764564,0.9088637689594864,21.924499186118773,30.821144719271476,Night,910.6240990024064,3,Low,0
197,220.76862552972764,5.557977011799217,1102.598216168168,0.9041792733732008,27.87422737520365,45.63892836281609,Night,996.9464539175215,3,Low,0
198,220.29104359223,4.680217873005738,1102.598216168168,0.8992363904011629,30.67009459380654,42.40593864340056,Night,991.4964399698245,3,Low,0
